answer_equal,candidate,cap_hit_delta,exact_delta,example_id,malformed_delta,peft_answer,peft_cap_hit,peft_exact,peft_malformed,prompt_variant,text_equal,vllm_answer,vllm_cap_hit,vllm_exact,vllm_malformed
False,factor_gaussian_lora:seed1837932928:s0.0075:sign-1,0.0,0.0,1004,0.0,(76-13)*81,0.0,0.0,0.0,default,False,81*51-76-13,0.0,0.0,0.0
True,factor_gaussian_lora:seed1837932928:s0.0075:sign-1,0.0,0.0,134,0.0,(39-3)*41/76,0.0,0.0,0.0,default,True,(39-3)*41/76,0.0,0.0,0.0
False,factor_gaussian_lora:seed1837932928:s0.0075:sign-1,0.0,0.0,190,0.0,(16*77-15)/8,0.0,0.0,0.0,default,False,876/10,0.0,0.0,0.0
False,factor_gaussian_lora:seed1837932928:s0.0075:sign-1,0.0,0.0,218,0.0,65*3-10+5,0.0,0.0,0.0,default,False,65*3-10,0.0,0.0,0.0
False,factor_gaussian_lora:seed1837932928:s0.0075:sign-1,0.0,1.0,238,0.0,(35*27)-9+25,0.0,0.0,0.0,default,False,35*9+27+25,0.0,1.0,0.0
True,factor_gaussian_lora:seed1837932928:s0.0075:sign-1,0.0,0.0,413,0.0,(27+46)*74,0.0,0.0,0.0,default,True,(27+46)*74,0.0,0.0,0.0
False,factor_gaussian_lora:seed1837932928:s0.0075:sign-1,0.0,0.0,424,0.0,(21+42)*76/21,0.0,0.0,0.0,default,False,21*21+76-42,0.0,0.0,0.0
False,factor_gaussian_lora:seed1837932928:s0.0075:sign-1,0.0,0.0,605,0.0,(53+58)*67/41,0.0,0.0,0.0,default,False,58+67-41,0.0,0.0,0.0
False,factor_gaussian_lora:seed1837932928:s0.0075:sign-1,0.0,0.0,622,0.0,(98-79)*69,0.0,0.0,0.0,default,False,(98-79)*69-47,0.0,0.0,0.0
False,factor_gaussian_lora:seed1837932928:s0.0075:sign-1,0.0,0.0,642,0.0,(66-71)*60,0.0,0.0,0.0,default,False,66*60-71,0.0,0.0,0.0
False,factor_gaussian_lora:seed1837932928:s0.0075:sign-1,0.0,0.0,707,0.0,(63-54)+32,0.0,0.0,0.0,default,False,63+32-18,0.0,0.0,0.0
False,factor_gaussian_lora:seed1837932928:s0.0075:sign-1,0.0,0.0,782,0.0,(89+19)*10,0.0,0.0,0.0,default,False,82*89-10-19,0.0,0.0,0.0
True,factor_gaussian_lora:seed1837932928:s0.0075:sign-1,0.0,0.0,848,0.0,17*61+5*12,0.0,0.0,0.0,default,True,17*61+5*12,0.0,0.0,0.0
False,factor_gaussian_lora:seed1837932928:s0.0075:sign-1,0.0,0.0,874,0.0,(92-32)*90/67,0.0,0.0,0.0,default,False,92+90-32,0.0,0.0,0.0
False,factor_gaussian_lora:seed1837932928:s0.0075:sign-1,0.0,0.0,99,0.0,(85-10)*2+6,0.0,0.0,0.0,default,False,85-12+10,0.0,0.0,0.0
True,factor_gaussian_lora:seed1837932928:s0.0075:sign-1,0.0,0.0,999,0.0,(74-50)/71,0.0,0.0,0.0,default,True,(74-50)/71,0.0,0.0,0.0
True,factor_gaussian_lora:seed1837932928:s0.0075:sign1,0.0,0.0,1004,0.0,76+81-51+13,0.0,0.0,0.0,default,True,76+81-51+13,0.0,0.0,0.0
False,factor_gaussian_lora:seed1837932928:s0.0075:sign1,0.0,0.0,134,0.0,(39+76)+3*41,0.0,0.0,0.0,default,False,39+76+3-41,0.0,0.0,0.0
True,factor_gaussian_lora:seed1837932928:s0.0075:sign1,0.0,0.0,190,0.0,87-16+15-77,0.0,0.0,0.0,default,True,87-16+15-77,0.0,0.0,0.0
True,factor_gaussian_lora:seed1837932928:s0.0075:sign1,0.0,0.0,218,0.0,(65-10)*(5+3),0.0,0.0,0.0,default,True,(65-10)*(5+3),0.0,0.0,0.0
True,factor_gaussian_lora:seed1837932928:s0.0075:sign1,0.0,0.0,238,0.0,35*27+25,0.0,0.0,0.0,default,True,35*27+25,0.0,0.0,0.0
False,factor_gaussian_lora:seed1837932928:s0.0075:sign1,0.0,0.0,413,1.0,(27*22)-(74-46),0.0,0.0,0.0,default,False,27^2+22+74-46,0.0,0.0,1.0
True,factor_gaussian_lora:seed1837932928:s0.0075:sign1,0.0,0.0,424,0.0,21+21+42-76,0.0,0.0,0.0,default,True,21+21+42-76,0.0,0.0,0.0
True,factor_gaussian_lora:seed1837932928:s0.0075:sign1,0.0,0.0,605,0.0,53+58-67+41,0.0,0.0,0.0,default,True,53+58-67+41,0.0,0.0,0.0
False,factor_gaussian_lora:seed1837932928:s0.0075:sign1,0.0,0.0,622,0.0,47+69+70,0.0,0.0,0.0,default,False,47+69+79-98,0.0,0.0,0.0
True,factor_gaussian_lora:seed1837932928:s0.0075:sign1,0.0,0.0,642,0.0,66+66+71-60,0.0,0.0,0.0,default,True,66+66+71-60,0.0,0.0,0.0
False,factor_gaussian_lora:seed1837932928:s0.0075:sign1,0.0,-1.0,707,0.0,(18+63)+54-32,0.0,1.0,0.0,default,False,18+54-63+32,0.0,0.0,0.0
False,factor_gaussian_lora:seed1837932928:s0.0075:sign1,0.0,0.0,782,0.0,(10+19)*89-82,0.0,0.0,0.0,default,False,10+19+82-89,0.0,0.0,0.0
False,factor_gaussian_lora:seed1837932928:s0.0075:sign1,0.0,0.0,848,1.0,(17*61-5)*12/12,0.0,0.0,0.0,default,False,17\times61-5\times12,0.0,0.0,1.0
False,factor_gaussian_lora:seed1837932928:s0.0075:sign1,0.0,0.0,874,0.0,32+90+92-67,0.0,0.0,0.0,default,False,90*32-92+67,0.0,0.0,0.0
False,factor_gaussian_lora:seed1837932928:s0.0075:sign1,0.0,0.0,99,0.0,(12*68-85+10),0.0,0.0,0.0,default,False,12+68+10-85,0.0,0.0,0.0
False,factor_gaussian_lora:seed1837932928:s0.0075:sign1,0.0,0.0,999,0.0,(74-39)+(71-50),0.0,0.0,0.0,default,False,39+74-71-50,0.0,0.0,0.0
True,factor_gaussian_lora:seed221822464:s0.0075:sign-1,0.0,0.0,1004,0.0,81+76+51-13,0.0,0.0,0.0,default,True,81+76+51-13,0.0,0.0,0.0
True,factor_gaussian_lora:seed221822464:s0.0075:sign-1,0.0,0.0,134,0.0,39+76+41-3,0.0,0.0,0.0,default,False,39+76+41-3,0.0,0.0,0.0
False,factor_gaussian_lora:seed221822464:s0.0075:sign-1,0.0,0.0,190,1.0,8*16+15-77,0.0,0.0,0.0,default,False,84 = 16 + 15 + 77 - 8,0.0,0.0,1.0
True,factor_gaussian_lora:seed221822464:s0.0075:sign-1,0.0,0.0,218,0.0,65 / 5 * 10 + 3,0.0,0.0,0.0,default,True,65 / 5 * 10 + 3,0.0,0.0,0.0
True,factor_gaussian_lora:seed221822464:s0.0075:sign-1,0.0,0.0,238,0.0,252735-9,0.0,0.0,0.0,default,True,252735-9,0.0,0.0,0.0
True,factor_gaussian_lora:seed221822464:s0.0075:sign-1,0.0,0.0,413,0.0,2722+74-46,0.0,0.0,0.0,default,True,2722+74-46,0.0,0.0,0.0
True,factor_gaussian_lora:seed221822464:s0.0075:sign-1,0.0,0.0,424,0.0,21+21+76-42,0.0,0.0,0.0,default,True,21+21+76-42,0.0,0.0,0.0
True,factor_gaussian_lora:seed221822464:s0.0075:sign-1,0.0,0.0,605,0.0,58+67-41-53,0.0,0.0,0.0,default,True,58+67-41-53,0.0,0.0,0.0
True,factor_gaussian_lora:seed221822464:s0.0075:sign-1,0.0,0.0,622,0.0,79+69+47-98,0.0,0.0,0.0,default,True,79+69+47-98,0.0,0.0,0.0
True,factor_gaussian_lora:seed221822464:s0.0075:sign-1,0.0,0.0,642,0.0,66+66+71-60,0.0,0.0,0.0,default,True,66+66+71-60,0.0,0.0,0.0
False,factor_gaussian_lora:seed221822464:s0.0075:sign-1,0.0,0.0,707,0.0,63+54-32,0.0,0.0,0.0,default,False,63+54-18+32,0.0,0.0,0.0
True,factor_gaussian_lora:seed221822464:s0.0075:sign-1,0.0,0.0,782,0.0,89+19+10-82,0.0,0.0,0.0,default,True,89+19+10-82,0.0,0.0,0.0
False,factor_gaussian_lora:seed221822464:s0.0075:sign-1,0.0,0.0,848,0.0,17*61+5-12,0.0,0.0,0.0,default,False,17*61+5+12,0.0,0.0,0.0
False,factor_gaussian_lora:seed221822464:s0.0075:sign-1,0.0,0.0,874,0.0,92+32+67-90,0.0,0.0,0.0,default,False,92+90+32-67,0.0,0.0,0.0
True,factor_gaussian_lora:seed221822464:s0.0075:sign-1,-1.0,0.0,99,0.0,12+68+10+55,1.0,0.0,0.0,default,True,12+68+10+55,0.0,0.0,0.0
True,factor_gaussian_lora:seed221822464:s0.0075:sign-1,-1.0,0.0,999,0.0,(74-39+50-71)/7,1.0,0.0,0.0,default,True,(74-39+50-71)/7,0.0,0.0,0.0
True,factor_gaussian_lora:seed221822464:s0.0075:sign1,0.0,0.0,1004,0.0,76+81-51+13,0.0,0.0,0.0,default,True,76+81-51+13,0.0,0.0,0.0
True,factor_gaussian_lora:seed221822464:s0.0075:sign1,0.0,0.0,134,0.0,39*41-76*3,0.0,0.0,0.0,default,True,39*41-76*3,0.0,0.0,0.0
True,factor_gaussian_lora:seed221822464:s0.0075:sign1,0.0,0.0,190,0.0,87=16+15+77,0.0,0.0,1.0,default,True,87=16+15+77,0.0,0.0,1.0
True,factor_gaussian_lora:seed221822464:s0.0075:sign1,0.0,0.0,218,0.0,10*65-5*3,0.0,0.0,0.0,default,True,10*65-5*3,0.0,0.0,0.0
True,factor_gaussian_lora:seed221822464:s0.0075:sign1,0.0,0.0,238,0.0,35*27+25-9,0.0,0.0,0.0,default,True,35*27+25-9,0.0,0.0,0.0
False,factor_gaussian_lora:seed221822464:s0.0075:sign1,0.0,0.0,413,0.0,(27*22-74)/46,0.0,0.0,0.0,default,False,27*22-74-46,0.0,0.0,0.0
True,factor_gaussian_lora:seed221822464:s0.0075:sign1,0.0,0.0,424,0.0,21*76/42,0.0,0.0,0.0,default,True,21*76/42,0.0,0.0,0.0
True,factor_gaussian_lora:seed221822464:s0.0075:sign1,0.0,0.0,605,0.0,53+58-41,0.0,0.0,0.0,default,True,53+58-41,0.0,0.0,0.0
True,factor_gaussian_lora:seed221822464:s0.0075:sign1,0.0,0.0,622,0.0,47+69+79=199,0.0,0.0,1.0,default,True,47+69+79=199,0.0,0.0,1.0
True,factor_gaussian_lora:seed221822464:s0.0075:sign1,0.0,0.0,642,0.0,66*66-71,0.0,0.0,0.0,default,True,66*66-71,0.0,0.0,0.0
True,factor_gaussian_lora:seed221822464:s0.0075:sign1,0.0,0.0,707,0.0,18*63-54*32,0.0,0.0,0.0,default,True,18*63-54*32,0.0,0.0,0.0
True,factor_gaussian_lora:seed221822464:s0.0075:sign1,0.0,0.0,782,0.0,10*19+82-89,0.0,0.0,0.0,default,True,10*19+82-89,0.0,0.0,0.0
True,factor_gaussian_lora:seed221822464:s0.0075:sign1,0.0,0.0,848,0.0,17*61-5*12,0.0,0.0,0.0,default,True,17*61-5*12,0.0,0.0,0.0
True,factor_gaussian_lora:seed221822464:s0.0075:sign1,0.0,0.0,874,0.0,32*92-90-67,0.0,0.0,0.0,default,True,32*92-90-67,0.0,0.0,0.0
True,factor_gaussian_lora:seed221822464:s0.0075:sign1,0.0,0.0,99,0.0,12*85/10+68,0.0,0.0,0.0,default,True,12*85/10+68,0.0,0.0,0.0
True,factor_gaussian_lora:seed221822464:s0.0075:sign1,0.0,0.0,999,0.0,39+74-71-50,0.0,0.0,0.0,default,True,39+74-71-50,0.0,0.0,0.0
False,factor_gaussian_lora:seed385390264:s0.0075:sign-1,0.0,0.0,1004,0.0,(76*81)-(51+13),0.0,0.0,0.0,default,False,76*51-81*13,0.0,0.0,0.0
True,factor_gaussian_lora:seed385390264:s0.0075:sign-1,0.0,0.0,134,0.0,(39*41)-(76-3),0.0,0.0,0.0,default,True,(39*41)-(76-3),0.0,0.0,0.0
False,factor_gaussian_lora:seed385390264:s0.0075:sign-1,0.0,0.0,190,0.0,(16*15)-77,0.0,0.0,0.0,default,False,16*77/15-8,0.0,0.0,0.0
False,factor_gaussian_lora:seed385390264:s0.0075:sign-1,0.0,0.0,218,0.0,(10*65)+5-3,0.0,0.0,0.0,default,False,(10*65)+5*3,0.0,0.0,0.0
False,factor_gaussian_lora:seed385390264:s0.0075:sign-1,0.0,0.0,238,0.0,(35*27)+(25*9),0.0,0.0,0.0,default,False,35*27+25*9,0.0,0.0,0.0
True,factor_gaussian_lora:seed385390264:s0.0075:sign-1,0.0,0.0,413,0.0,(27*22)+(74-46)),0.0,0.0,1.0,default,True,(27*22)+(74-46)),0.0,0.0,1.0
True,factor_gaussian_lora:seed385390264:s0.0075:sign-1,0.0,0.0,424,0.0,(21+42)*76/100,0.0,0.0,0.0,default,True,(21+42)*76/100,0.0,0.0,0.0
False,factor_gaussian_lora:seed385390264:s0.0075:sign-1,0.0,0.0,605,-1.0,(53+41)-(58-67)),0.0,0.0,1.0,default,False,53+58-67+41,0.0,0.0,0.0
False,factor_gaussian_lora:seed385390264:s0.0075:sign-1,0.0,0.0,622,1.0,(47*79)+(98-69),0.0,0.0,0.0,default,False,47+79+98=199,0.0,0.0,1.0
False,factor_gaussian_lora:seed385390264:s0.0075:sign-1,0.0,0.0,642,0.0,(66*66+71)*60/100,0.0,0.0,0.0,default,False,66*66+71-60,0.0,0.0,0.0
True,factor_gaussian_lora:seed385390264:s0.0075:sign-1,0.0,0.0,707,0.0,18+54+63-32=103,0.0,0.0,1.0,default,True,18+54+63-32=103,0.0,0.0,1.0
False,factor_gaussian_lora:seed385390264:s0.0075:sign-1,0.0,0.0,782,0.0,(10*89)+(19-82),0.0,0.0,0.0,default,False,19*82-10-89,0.0,0.0,0.0
False,factor_gaussian_lora:seed385390264:s0.0075:sign-1,0.0,0.0,848,0.0,(17*61)+5*12,0.0,0.0,0.0,default,False,17*61-5*12,0.0,0.0,0.0
False,factor_gaussian_lora:seed385390264:s0.0075:sign-1,0.0,0.0,874,0.0,(32*90)+(92-67),0.0,0.0,0.0,default,False,32*92+90-67,0.0,0.0,0.0
True,factor_gaussian_lora:seed385390264:s0.0075:sign-1,0.0,0.0,99,0.0,(12*85)-68,0.0,0.0,0.0,default,True,(12*85)-68,0.0,0.0,0.0
False,factor_gaussian_lora:seed385390264:s0.0075:sign-1,0.0,0.0,999,0.0,(39*74-71)/50,0.0,0.0,0.0,default,False,(39*74-71*50)/100,0.0,0.0,0.0
True,factor_gaussian_lora:seed385390264:s0.0075:sign1,0.0,0.0,1004,0.0,,1.0,0.0,1.0,default,False,,1.0,0.0,1.0
True,factor_gaussian_lora:seed385390264:s0.0075:sign1,0.0,0.0,134,0.0,,1.0,0.0,1.0,default,True,,1.0,0.0,1.0
True,factor_gaussian_lora:seed385390264:s0.0075:sign1,0.0,0.0,190,0.0,,1.0,0.0,1.0,default,True,,1.0,0.0,1.0
True,factor_gaussian_lora:seed385390264:s0.0075:sign1,0.0,0.0,218,0.0,,1.0,0.0,1.0,default,True,,1.0,0.0,1.0
True,factor_gaussian_lora:seed385390264:s0.0075:sign1,0.0,0.0,238,0.0,,1.0,0.0,1.0,default,False,,1.0,0.0,1.0
True,factor_gaussian_lora:seed385390264:s0.0075:sign1,0.0,0.0,413,0.0,,1.0,0.0,1.0,default,True,,1.0,0.0,1.0
True,factor_gaussian_lora:seed385390264:s0.0075:sign1,0.0,0.0,424,0.0,,1.0,0.0,1.0,default,True,,1.0,0.0,1.0
True,factor_gaussian_lora:seed385390264:s0.0075:sign1,0.0,0.0,605,0.0,,1.0,0.0,1.0,default,False,,1.0,0.0,1.0
True,factor_gaussian_lora:seed385390264:s0.0075:sign1,0.0,0.0,622,0.0,,1.0,0.0,1.0,default,False,,1.0,0.0,1.0
True,factor_gaussian_lora:seed385390264:s0.0075:sign1,0.0,0.0,642,0.0,,1.0,0.0,1.0,default,False,,1.0,0.0,1.0
True,factor_gaussian_lora:seed385390264:s0.0075:sign1,0.0,0.0,707,0.0,,1.0,0.0,1.0,default,True,,1.0,0.0,1.0
True,factor_gaussian_lora:seed385390264:s0.0075:sign1,0.0,0.0,782,0.0,,1.0,0.0,1.0,default,False,,1.0,0.0,1.0
True,factor_gaussian_lora:seed385390264:s0.0075:sign1,0.0,0.0,848,0.0,,1.0,0.0,1.0,default,True,,1.0,0.0,1.0
True,factor_gaussian_lora:seed385390264:s0.0075:sign1,0.0,0.0,874,0.0,,1.0,0.0,1.0,default,True,,1.0,0.0,1.0
True,factor_gaussian_lora:seed385390264:s0.0075:sign1,0.0,0.0,99,0.0,,1.0,0.0,1.0,default,True,,1.0,0.0,1.0
True,factor_gaussian_lora:seed385390264:s0.0075:sign1,0.0,0.0,999,0.0,,1.0,0.0,1.0,default,True,,1.0,0.0,1.0
False,factor_gaussian_lora:seed509771609:s0.0075:sign-1,-1.0,0.0,1004,0.0,(76*13)+(81-51),1.0,0.0,0.0,default,False,76*13+51-81,0.0,0.0,0.0
True,factor_gaussian_lora:seed509771609:s0.0075:sign-1,-1.0,0.0,134,0.0,3*41+39-76,1.0,0.0,0.0,default,True,3*41+39-76,0.0,0.0,0.0
True,factor_gaussian_lora:seed509771609:s0.0075:sign-1,-1.0,0.0,190,0.0,16*77/15-84,1.0,0.0,0.0,default,True,16*77/15-84,0.0,0.0,0.0
True,factor_gaussian_lora:seed509771609:s0.0075:sign-1,-1.0,0.0,218,0.0,(65*3-5)/10,1.0,0.0,0.0,default,True,(65*3-5)/10,0.0,0.0,0.0
True,factor_gaussian_lora:seed509771609:s0.0075:sign-1,-1.0,0.0,238,0.0,35*27+25*9,1.0,0.0,0.0,default,True,35*27+25*9,0.0,0.0,0.0
True,factor_gaussian_lora:seed509771609:s0.0075:sign-1,-1.0,0.0,413,0.0,(27+46)*(74-22),1.0,0.0,0.0,default,True,(27+46)*(74-22),0.0,0.0,0.0
False,factor_gaussian_lora:seed509771609:s0.0075:sign-1,-1.0,-1.0,424,0.0,(21+76)+(42-21),1.0,1.0,0.0,default,False,21*76/42+21,0.0,0.0,0.0
True,factor_gaussian_lora:seed509771609:s0.0075:sign-1,-1.0,0.0,605,0.0,58+67-41,1.0,0.0,0.0,default,True,58+67-41,0.0,0.0,0.0
False,factor_gaussian_lora:seed509771609:s0.0075:sign-1,-1.0,0.0,622,0.0,98+79-47-69,1.0,0.0,0.0,default,False,98+69-47,0.0,0.0,0.0
True,factor_gaussian_lora:seed509771609:s0.0075:sign-1,-1.0,0.0,642,0.0,(66+66)*(71-60),1.0,0.0,0.0,default,True,(66+66)*(71-60),0.0,0.0,0.0
True,factor_gaussian_lora:seed509771609:s0.0075:sign-1,-1.0,0.0,707,0.0,63*32/54+18,1.0,0.0,0.0,default,True,63*32/54+18,0.0,0.0,0.0
False,factor_gaussian_lora:seed509771609:s0.0075:sign-1,-1.0,0.0,782,0.0,(10*82)+(19-89),1.0,0.0,0.0,default,False,89*10-19,0.0,0.0,0.0
False,factor_gaussian_lora:seed509771609:s0.0075:sign-1,-1.0,0.0,848,0.0,(17*61)+12-5,1.0,0.0,0.0,default,False,(17*61)+12-5*5,0.0,0.0,0.0
True,factor_gaussian_lora:seed509771609:s0.0075:sign-1,-1.0,0.0,874,0.0,92*67-32-90,1.0,0.0,0.0,default,True,92*67-32-90,0.0,0.0,0.0
False,factor_gaussian_lora:seed509771609:s0.0075:sign-1,-1.0,0.0,99,0.0,(12*85-68)/10,1.0,0.0,0.0,default,False,85*68/12-10,0.0,0.0,0.0
False,factor_gaussian_lora:seed509771609:s0.0075:sign-1,-1.0,-1.0,999,0.0,(74-39)-(71-50),1.0,1.0,0.0,default,False,74-50-39+71,0.0,0.0,0.0
True,factor_gaussian_lora:seed509771609:s0.0075:sign1,0.0,0.0,1004,0.0,76+81-51+13,0.0,0.0,0.0,default,True,76+81-51+13,0.0,0.0,0.0
True,factor_gaussian_lora:seed509771609:s0.0075:sign1,0.0,0.0,134,0.0,39+76-3+41,0.0,0.0,0.0,default,True,39+76-3+41,0.0,0.0,0.0
False,factor_gaussian_lora:seed509771609:s0.0075:sign1,0.0,0.0,190,0.0,87-16,0.0,0.0,0.0,default,False,16+15-77+8,0.0,0.0,0.0
True,factor_gaussian_lora:seed509771609:s0.0075:sign1,0.0,0.0,218,0.0,65+5*10-3,0.0,0.0,0.0,default,True,65+5*10-3,0.0,0.0,0.0
True,factor_gaussian_lora:seed509771609:s0.0075:sign1,0.0,0.0,238,0.0,35*27-25-9,0.0,0.0,0.0,default,True,35*27-25-9,0.0,0.0,0.0
False,factor_gaussian_lora:seed509771609:s0.0075:sign1,0.0,0.0,413,0.0,27+46-74+22,0.0,0.0,0.0,default,False,27+46+74-22,0.0,0.0,0.0
False,factor_gaussian_lora:seed509771609:s0.0075:sign1,0.0,0.0,424,-1.0,21+21+42=84,0.0,0.0,1.0,default,False,21+21+42-76,0.0,0.0,0.0
True,factor_gaussian_lora:seed509771609:s0.0075:sign1,0.0,0.0,605,0.0,53+67-41,0.0,0.0,0.0,default,True,53+67-41,0.0,0.0,0.0
True,factor_gaussian_lora:seed509771609:s0.0075:sign1,0.0,0.0,622,0.0,47+79+98=199,0.0,0.0,1.0,default,True,47+79+98=199,0.0,0.0,1.0
True,factor_gaussian_lora:seed509771609:s0.0075:sign1,0.0,0.0,642,0.0,66+66-60+71,0.0,0.0,0.0,default,True,66+66-60+71,0.0,0.0,0.0
True,factor_gaussian_lora:seed509771609:s0.0075:sign1,0.0,0.0,707,0.0,54+32-63+18,0.0,0.0,0.0,default,True,54+32-63+18,0.0,0.0,0.0
True,factor_gaussian_lora:seed509771609:s0.0075:sign1,0.0,0.0,782,0.0,19+82-10,0.0,0.0,0.0,default,True,19+82-10,0.0,0.0,0.0
False,factor_gaussian_lora:seed509771609:s0.0075:sign1,0.0,0.0,848,0.0,17*61+5-12,0.0,0.0,0.0,default,False,17*61+5*12,0.0,0.0,0.0
True,factor_gaussian_lora:seed509771609:s0.0075:sign1,0.0,0.0,874,0.0,32+90+92-67,0.0,0.0,0.0,default,True,32+90+92-67,0.0,0.0,0.0
False,factor_gaussian_lora:seed509771609:s0.0075:sign1,0.0,0.0,99,0.0,12+68-85+10,0.0,0.0,0.0,default,False,12+68+10-85,0.0,0.0,0.0
True,factor_gaussian_lora:seed509771609:s0.0075:sign1,0.0,0.0,999,0.0,39+50-74-71,0.0,0.0,0.0,default,True,39+50-74-71,0.0,0.0,0.0
